NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,170,"(1359255.999915421, 405716.499842003)","['GREENFIELD AVE', 'RONALD ST']"
0,55,121,"(1359255.999915421, 405716.499842003)","['GREENFIELD AVE', 'RONALD ST']"
0,65,115,"(1359255.999915421, 405716.499842003)","['GREENFIELD AVE', 'RONALD ST']"
1,0,170,"(1359299.4834242612, 405551.65371499956)","['GREENFIELD AVE', 'BORDER']"
1,65,184,"(1359299.4834242612, 405551.65371499956)","['GREENFIELD AVE', 'BORDER']"
1,765,612,"(1359299.4834242612, 405551.65371499956)","['GREENFIELD AVE', 'BORDER']"
2,21,237,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
2,22,385,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
2,766,272,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
3,4,223,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
3,342,238,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
3,767,180,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
3,768,184,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
4,3,223,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
4,541,173,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
4,542,375,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
4,543,830,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
5,6,493,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
5,331,305,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
5,471,351,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
5,574,128,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
6,5,493,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
6,12,82,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
6,37,114,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
7,8,277,"(1352903.7501527518, 408598.99998250604)","['LAWN ST', 'KENNETT SQ']"
7,90,180,"(1352903.7501527518, 408598.99998250604)","['LAWN ST', 'KENNETT SQ']"
7,343,28,"(1352903.7501527518, 408598.99998250604)","['LAWN ST', 'KENNETT SQ']"
8,7,277,"(1353143.0000023395, 408458.50026351213)","['LAWN ST', 'NIAGARA ST']"
8,497,190,"(1353143.0000023395, 408458.50026351213)","['LAWN ST', 'NIAGARA ST']"
8,521,213,"(1353143.0000023395, 408458.50026351213)","['LAWN ST', 'NIAGARA ST']"
9,10,580,"(1354936.7500237525, 407076.5000747591)","['DAWSON ST', 'FRAZIER ST']"
9,517,171,"(1354936.7500237525, 407076.5000747591)","['DAWSON ST', 'FRAZIER ST']"
9,682,216,"(1354936.7500237525, 407076.5000747591)","['DAWSON ST', 'FRAZIER ST']"
10,9,580,"(1355048.000129342, 407645.7499205023)","['DAWSON ST', 'DAWSON CT']"
10,723,163,"(1355048.000129342, 407645.7499205023)","['DAWSON ST', 'DAWSON CT']"
10,769,198,"(1355048.000129342, 407645.7499205023)","['DAWSON ST', 'DAWSON CT']"
11,12,600,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
11,291,2461,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
11,471,119,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
12,6,82,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
12,11,600,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
12,37,133,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
13,14,1140,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
13,400,371,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
13,445,432,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
14,13,1140,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
14,142,89,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
14,357,411,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
14,389,933,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
15,16,22,"(1354886.2501247525, 409650.500176087)","['SEMPLE ST', 'URIE WAY']"
15,380,226,"(1354886.2501247525, 409650.500176087)","['SEMPLE ST', 'URIE WAY']"
15,403,135,"(1354886.2501247525, 409650.500176087)","['SEMPLE ST', 'URIE WAY']"
16,15,22,"(1354901.5000942498, 409633.4998820126)","['SEMPLE ST', 'SAINT JAMES PL']"
16,40,179,"(1354901.5000942498, 409633.4998820126)","['SEMPLE ST', 'SAINT JAMES PL']"
16,749,239,"(1354901.5000942498, 409633.4998820126)","['SEMPLE ST', 'SAINT JAMES PL']"
17,18,174,"(1357527.5575061738, 406177.17805451155)","['ANTHONY ST', 'BORDER']"
