NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,150,"(1352508.499959007, 406084.250090763)","['HOT METAL ST', 'TUNNEL BLVD']"
0,2,455,"(1352508.499959007, 406084.250090763)","['HOT METAL ST', 'TUNNEL BLVD']"
0,3,300,"(1352508.499959007, 406084.250090763)","['HOT METAL ST', 'TUNNEL BLVD']"
1,0,150,"(1352611.7500805855, 406193.25020083785)","['HOT METAL ST', 'SOUTH WATER ST']"
1,28,461,"(1352611.7500805855, 406193.25020083785)","['HOT METAL ST', 'SOUTH WATER ST']"
1,94,77,"(1352611.7500805855, 406193.25020083785)","['HOT METAL ST', 'SOUTH WATER ST']"
1,999,4626,"(1352611.7500805855, 406193.25020083785)","['HOT METAL ST', 'SOUTH WATER ST']"
2,0,455,"(1352173.2499733418, 406392.7504580021)","['TUNNEL BLVD', 'S 28TH ST']"
2,28,99,"(1352173.2499733418, 406392.7504580021)","['TUNNEL BLVD', 'S 28TH ST']"
2,29,306,"(1352173.2499733418, 406392.7504580021)","['TUNNEL BLVD', 'S 28TH ST']"
2,957,300,"(1352173.2499733418, 406392.7504580021)","['TUNNEL BLVD', 'S 28TH ST']"
3,0,300,"(1352305.2500374168, 405862.24987858534)","['HOT METAL ST', 'SIDNEY ST']"
3,4,409,"(1352305.2500374168, 405862.24987858534)","['HOT METAL ST', 'SIDNEY ST']"
3,965,770,"(1352305.2500374168, 405862.24987858534)","['HOT METAL ST', 'SIDNEY ST']"
3,984,453,"(1352305.2500374168, 405862.24987858534)","['HOT METAL ST', 'SIDNEY ST']"
4,3,409,"(1352194.8795232624, 405741.43286301196)","['HOT METAL ST', 'BORDER']"
5,6,170,"(1359255.999915421, 405716.499842003)","['GREENFIELD AVE', 'RONALD ST']"
5,70,121,"(1359255.999915421, 405716.499842003)","['GREENFIELD AVE', 'RONALD ST']"
5,81,115,"(1359255.999915421, 405716.499842003)","['GREENFIELD AVE', 'RONALD ST']"
6,5,170,"(1359299.4834242612, 405551.65371499956)","['GREENFIELD AVE', 'BORDER']"
6,81,184,"(1359299.4834242612, 405551.65371499956)","['GREENFIELD AVE', 'BORDER']"
6,151,612,"(1359299.4834242612, 405551.65371499956)","['GREENFIELD AVE', 'BORDER']"
7,8,722,"(1358890.9999892563, 404730.25017409027)","['GREER ST', 'WINTERBURN AVE']"
7,755,288,"(1358890.9999892563, 404730.25017409027)","['GREER ST', 'WINTERBURN AVE']"
7,823,117,"(1358890.9999892563, 404730.25017409027)","['GREER ST', 'WINTERBURN AVE']"
8,7,722,"(1359541.0000015944, 404523.25026001036)","['GREER ST', 'GLEN LYTLE RD']"
8,837,85,"(1359541.0000015944, 404523.25026001036)","['GREER ST', 'GLEN LYTLE RD']"
8,1000,679,"(1359541.0000015944, 404523.25026001036)","['GREER ST', 'GLEN LYTLE RD']"
9,32,237,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
9,33,385,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
9,1001,272,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
10,11,223,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
10,464,238,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
10,1002,180,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
10,1003,184,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
11,10,223,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
11,694,173,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
11,696,375,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
11,697,830,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
12,13,493,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
12,447,305,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
12,612,351,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
12,733,128,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
13,12,493,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
13,21,82,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
13,51,114,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
14,15,277,"(1352903.7501527518, 408598.99998250604)","['LAWN ST', 'KENNETT SQ']"
14,114,180,"(1352903.7501527518, 408598.99998250604)","['LAWN ST', 'KENNETT SQ']"
14,465,28,"(1352903.7501527518, 408598.99998250604)","['LAWN ST', 'KENNETT SQ']"
15,14,277,"(1353143.0000023395, 408458.50026351213)","['LAWN ST', 'NIAGARA ST']"
15,641,190,"(1353143.0000023395, 408458.50026351213)","['LAWN ST', 'NIAGARA ST']"
15,670,213,"(1353143.0000023395, 408458.50026351213)","['LAWN ST', 'NIAGARA ST']"
16,17,580,"(1354936.7500237525, 407076.5000747591)","['DAWSON ST', 'FRAZIER ST']"
16,664,171,"(1354936.7500237525, 407076.5000747591)","['DAWSON ST', 'FRAZIER ST']"
16,900,216,"(1354936.7500237525, 407076.5000747591)","['DAWSON ST', 'FRAZIER ST']"
17,16,580,"(1355048.000129342, 407645.7499205023)","['DAWSON ST', 'DAWSON CT']"
17,951,163,"(1355048.000129342, 407645.7499205023)","['DAWSON ST', 'DAWSON CT']"
17,1004,198,"(1355048.000129342, 407645.7499205023)","['DAWSON ST', 'DAWSON CT']"
18,19,127,"(1352083.0198388398, 411033.9281835109)","['TERRACE ST', 'CARLOW DR']"
18,258,18,"(1352083.0198388398, 411033.9281835109)","['TERRACE ST', 'CARLOW DR']"
18,929,1491,"(1352083.0198388398, 411033.9281835109)","['TERRACE ST', 'CARLOW DR']"
19,18,127,"(1352207.4999048412, 411059.0003118366)","['TERRACE ST', 'DAULER WAY']"
19,38,237,"(1352207.4999048412, 411059.0003118366)","['TERRACE ST', 'DAULER WAY']"
19,1005,162,"(1352207.4999048412, 411059.0003118366)","['TERRACE ST', 'DAULER WAY']"
20,21,600,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
20,404,2461,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
20,612,119,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
21,13,82,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
21,20,600,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
21,51,133,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
22,23,1140,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
22,528,371,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
22,578,432,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
23,22,1140,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
23,211,89,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
23,481,411,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
23,516,933,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
24,25,22,"(1354886.2501247525, 409650.500176087)","['SEMPLE ST', 'URIE WAY']"
24,507,226,"(1354886.2501247525, 409650.500176087)","['SEMPLE ST', 'URIE WAY']"
24,531,135,"(1354886.2501247525, 409650.500176087)","['SEMPLE ST', 'URIE WAY']"
25,24,22,"(1354901.5000942498, 409633.4998820126)","['SEMPLE ST', 'SAINT JAMES PL']"
25,54,179,"(1354901.5000942498, 409633.4998820126)","['SEMPLE ST', 'SAINT JAMES PL']"
25,981,239,"(1354901.5000942498, 409633.4998820126)","['SEMPLE ST', 'SAINT JAMES PL']"
26,27,174,"(1357527.5575061738, 406177.17805451155)","['ANTHONY ST', 'BORDER']"
27,26,174,"(1357426.2499660105, 406318.7499498427)","['ANTHONY ST', 'SALINE ST']"
27,214,474,"(1357426.2499660105, 406318.7499498427)","['ANTHONY ST', 'SALINE ST']"
27,803,24,"(1357426.2499660105, 406318.7499498427)","['ANTHONY ST', 'SALINE ST']"
28,1,461,"(1352242.250163421, 406464.25031501055)","['S 28TH ST', 'SOUTH WATER ST']"
28,2,99,"(1352242.250163421, 406464.25031501055)","['S 28TH ST', 'SOUTH WATER ST']"
28,980,480,"(1352242.250163421, 406464.25031501055)","['S 28TH ST', 'SOUTH WATER ST']"
29,2,306,"(1352015.817217335, 406223.58675433695)","['S 28TH ST', 'BORDER']"
30,34,151,"(1362935.0001033396, 410477.0004915893)","['SCOTT LN', 'AYLESBORO AVE']"
30,503,117,"(1362935.0001033396, 410477.0004915893)","['SCOTT LN', 'AYLESBORO AVE']"
30,1006,214,"(1362935.0001033396, 410477.0004915893)","['SCOTT LN', 'AYLESBORO AVE']"
31,61,126,"(1359264.749897927, 405979.49997217953)","['BEECHWOOD BLVD', 'GREENFIELD BRG', 'RONALD ST']"
31,70,142,"(1359264.749897927, 405979.49997217953)","['BEECHWOOD BLVD', 'GREENFIELD BRG', 'RONALD ST']"
31,580,198,"(1359264.749897927, 405979.49997217953)","['BEECHWOOD BLVD', 'GREENFIELD BRG', 'RONALD ST']"
31,1007,117,"(1359264.749897927, 405979.49997217953)","['BEECHWOOD BLVD', 'GREENFIELD BRG', 'RONALD ST']"
32,9,237,"(1359792.2501552552, 410670.5004326701)","['SCHENLEY RD', 'BORDER']"
32,523,88,"(1359792.2501552552, 410670.5004326701)","['SCHENLEY RD', 'BORDER']"
32,1008,409,"(1359792.2501552552, 410670.5004326701)","['SCHENLEY RD', 'BORDER']"
33,9,385,"(1360230.7502625138, 410833.7501061708)","['SCHENLEY RD', 'FORBES AVE']"
33,409,45,"(1360230.7502625138, 410833.7501061708)","['SCHENLEY RD', 'FORBES AVE']"
33,470,317,"(1360230.7502625138, 410833.7501061708)","['SCHENLEY RD', 'FORBES AVE']"
