NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,7,237,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
0,8,385,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
0,102,272,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
1,2,493,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
1,35,305,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
1,72,351,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
1,87,128,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
2,1,493,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
2,4,82,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
2,10,114,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
3,4,600,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
3,30,2461,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
3,72,119,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
4,2,82,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
4,3,600,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
4,10,133,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
5,6,1140,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
5,55,371,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
5,95,432,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
6,5,1140,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
6,18,89,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
6,43,411,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
6,52,933,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
7,0,237,"(1359792.2501552552, 410670.5004326701)","['SCHENLEY RD', 'BORDER']"
7,54,88,"(1359792.2501552552, 410670.5004326701)","['SCHENLEY RD', 'BORDER']"
7,103,409,"(1359792.2501552552, 410670.5004326701)","['SCHENLEY RD', 'BORDER']"
8,0,385,"(1360230.7502625138, 410833.7501061708)","['SCHENLEY RD', 'FORBES AVE']"
8,31,45,"(1360230.7502625138, 410833.7501061708)","['SCHENLEY RD', 'FORBES AVE']"
8,37,317,"(1360230.7502625138, 410833.7501061708)","['SCHENLEY RD', 'FORBES AVE']"
9,10,510,"(1356920.749992758, 408969.7498971671)","['BLVD OF THE ALLIES', 'OVERLOOK DR']"
9,35,400,"(1356920.749992758, 408969.7498971671)","['BLVD OF THE ALLIES', 'OVERLOOK DR']"
9,79,424,"(1356920.749992758, 408969.7498971671)","['BLVD OF THE ALLIES', 'OVERLOOK DR']"
9,87,446,"(1356920.749992758, 408969.7498971671)","['BLVD OF THE ALLIES', 'OVERLOOK DR']"
10,2,114,"(1357150.1497964263, 409417.68108792603)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES', 'PANTHER HOLLOW BRG']"
10,4,133,"(1357150.1497964263, 409417.68108792603)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES', 'PANTHER HOLLOW BRG']"
10,9,510,"(1357150.1497964263, 409417.68108792603)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES', 'PANTHER HOLLOW BRG']"
