NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,150,"(1352508.499959007, 406084.250090763)","['HOT METAL ST', 'TUNNEL BLVD']"
0,2,455,"(1352508.499959007, 406084.250090763)","['HOT METAL ST', 'TUNNEL BLVD']"
0,3,300,"(1352508.499959007, 406084.250090763)","['HOT METAL ST', 'TUNNEL BLVD']"
1,0,150,"(1352611.7500805855, 406193.25020083785)","['HOT METAL ST', 'SOUTH WATER ST']"
1,23,461,"(1352611.7500805855, 406193.25020083785)","['HOT METAL ST', 'SOUTH WATER ST']"
1,86,77,"(1352611.7500805855, 406193.25020083785)","['HOT METAL ST', 'SOUTH WATER ST']"
1,876,4626,"(1352611.7500805855, 406193.25020083785)","['HOT METAL ST', 'SOUTH WATER ST']"
2,0,455,"(1352356.7263124287, 406219.6422084272)","['TUNNEL BLVD', 'BORDER']"
3,0,300,"(1352434.5598181784, 406003.3867354244)","['HOT METAL ST', 'BORDER']"
4,5,170,"(1359255.999915421, 405716.499842003)","['GREENFIELD AVE', 'RONALD ST']"
4,63,121,"(1359255.999915421, 405716.499842003)","['GREENFIELD AVE', 'RONALD ST']"
4,73,115,"(1359255.999915421, 405716.499842003)","['GREENFIELD AVE', 'RONALD ST']"
5,4,170,"(1359299.4834242612, 405551.65371499956)","['GREENFIELD AVE', 'BORDER']"
5,73,184,"(1359299.4834242612, 405551.65371499956)","['GREENFIELD AVE', 'BORDER']"
5,139,612,"(1359299.4834242612, 405551.65371499956)","['GREENFIELD AVE', 'BORDER']"
6,26,237,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
6,27,385,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
6,877,272,"(1359940.7498582602, 410844.25008517504)","['SCHENLEY RD', 'BORDER']"
7,8,223,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
7,414,238,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
7,878,180,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
7,879,184,"(1362374.4999120086, 409670.0001370907)","['WIGHTMAN ST', 'HOLLENDEN PL', 'ALLEY']"
8,7,223,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
8,625,173,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
8,626,375,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
8,627,830,"(1362375.9999090135, 409446.7502555102)","['WIGHTMAN ST', 'DARLINGTON RD']"
9,10,493,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
9,400,305,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
9,548,351,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
9,661,128,"(1357199.750090927, 408859.75011716783)","['PANTHER HOLLOW RD', 'OVERLOOK DR']"
10,9,493,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
10,16,82,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
10,45,114,"(1357142.855847761, 409305.88734824955)","['PANTHER HOLLOW RD', 'BORDER']"
11,12,277,"(1352903.7501527518, 408598.99998250604)","['LAWN ST', 'KENNETT SQ']"
11,103,180,"(1352903.7501527518, 408598.99998250604)","['LAWN ST', 'KENNETT SQ']"
11,415,28,"(1352903.7501527518, 408598.99998250604)","['LAWN ST', 'KENNETT SQ']"
12,11,277,"(1353143.0000023395, 408458.50026351213)","['LAWN ST', 'NIAGARA ST']"
12,576,190,"(1353143.0000023395, 408458.50026351213)","['LAWN ST', 'NIAGARA ST']"
12,603,213,"(1353143.0000023395, 408458.50026351213)","['LAWN ST', 'NIAGARA ST']"
13,14,580,"(1354936.7500237525, 407076.5000747591)","['DAWSON ST', 'FRAZIER ST']"
13,599,171,"(1354936.7500237525, 407076.5000747591)","['DAWSON ST', 'FRAZIER ST']"
13,789,216,"(1354936.7500237525, 407076.5000747591)","['DAWSON ST', 'FRAZIER ST']"
14,13,580,"(1355048.000129342, 407645.7499205023)","['DAWSON ST', 'DAWSON CT']"
14,832,163,"(1355048.000129342, 407645.7499205023)","['DAWSON ST', 'DAWSON CT']"
14,880,198,"(1355048.000129342, 407645.7499205023)","['DAWSON ST', 'DAWSON CT']"
15,16,600,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
15,357,2461,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
15,548,119,"(1357632.4998815954, 408873.2500901669)","['PANTHER HOLLOW RD', 'BLVD OF THE ALLIES']"
16,10,82,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
16,15,600,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
16,45,133,"(1357225.0928880125, 409308.49298608303)","['PANTHER HOLLOW RD', 'BORDER']"
17,18,1140,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
17,476,371,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
17,519,432,"(1355759.5000186712, 411660.2500935942)","['SCHENLEY DR', 'SCHENLEY DR EXT']"
18,17,1140,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
18,177,89,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
18,431,411,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
18,465,933,"(1356716.000074178, 411050.2500012517)","['SCHENLEY DR', 'FREW ST']"
19,20,22,"(1354886.2501247525, 409650.500176087)","['SEMPLE ST', 'URIE WAY']"
19,456,226,"(1354886.2501247525, 409650.500176087)","['SEMPLE ST', 'URIE WAY']"
19,479,135,"(1354886.2501247525, 409650.500176087)","['SEMPLE ST', 'URIE WAY']"
20,19,22,"(1354901.5000942498, 409633.4998820126)","['SEMPLE ST', 'SAINT JAMES PL']"
20,48,179,"(1354901.5000942498, 409633.4998820126)","['SEMPLE ST', 'SAINT JAMES PL']"
20,858,239,"(1354901.5000942498, 409633.4998820126)","['SEMPLE ST', 'SAINT JAMES PL']"
21,22,174,"(1357527.5575061738, 406177.17805451155)","['ANTHONY ST', 'BORDER']"
22,21,174,"(1357426.2499660105, 406318.7499498427)","['ANTHONY ST', 'SALINE ST']"
22,180,474,"(1357426.2499660105, 406318.7499498427)","['ANTHONY ST', 'SALINE ST']"
22,719,24,"(1357426.2499660105, 406318.7499498427)","['ANTHONY ST', 'SALINE ST']"
23,1,461,"(1352311.0393959284, 406408.1621725857)","['SOUTH WATER ST', 'BORDER']"
24,28,151,"(1362935.0001033396, 410477.0004915893)","['SCOTT LN', 'AYLESBORO AVE']"
24,452,117,"(1362935.0001033396, 410477.0004915893)","['SCOTT LN', 'AYLESBORO AVE']"
24,881,214,"(1362935.0001033396, 410477.0004915893)","['SCOTT LN', 'AYLESBORO AVE']"
25,54,126,"(1359264.749897927, 405979.49997217953)","['BEECHWOOD BLVD', 'GREENFIELD BRG', 'RONALD ST']"
25,63,142,"(1359264.749897927, 405979.49997217953)","['BEECHWOOD BLVD', 'GREENFIELD BRG', 'RONALD ST']"
25,521,198,"(1359264.749897927, 405979.49997217953)","['BEECHWOOD BLVD', 'GREENFIELD BRG', 'RONALD ST']"
25,882,117,"(1359264.749897927, 405979.49997217953)","['BEECHWOOD BLVD', 'GREENFIELD BRG', 'RONALD ST']"
26,6,237,"(1359792.2501552552, 410670.5004326701)","['SCHENLEY RD', 'BORDER']"
26,472,88,"(1359792.2501552552, 410670.5004326701)","['SCHENLEY RD', 'BORDER']"
26,883,409,"(1359792.2501552552, 410670.5004326701)","['SCHENLEY RD', 'BORDER']"
27,6,385,"(1360230.7502625138, 410833.7501061708)","['SCHENLEY RD', 'FORBES AVE']"
27,362,45,"(1360230.7502625138, 410833.7501061708)","['SCHENLEY RD', 'FORBES AVE']"
27,420,317,"(1360230.7502625138, 410833.7501061708)","['SCHENLEY RD', 'FORBES AVE']"
28,24,151,"(1362783.500078261, 410470.50017650425)","['AYLESBORO AVE', 'AYLESBORO LN']"
28,474,387,"(1362783.500078261, 410470.50017650425)","['AYLESBORO AVE', 'AYLESBORO LN']"
28,884,242,"(1362783.500078261, 410470.50017650425)","['AYLESBORO AVE', 'AYLESBORO LN']"
29,30,173,"(1362684.1492270976, 405385.6048345119)","['MONITOR ST', 'BORDER']"
29,31,64,"(1362684.1492270976, 405385.6048345119)","['MONITOR ST', 'BORDER']"
29,47,156,"(1362684.1492270976, 405385.6048345119)","['MONITOR ST', 'BORDER']"
30,29,173,"(1362825.9999932498, 405295.75002734363)","['MONITOR ST', 'SALINE ST']"
30,31,167,"(1362825.9999932498, 405295.75002734363)","['MONITOR ST', 'SALINE ST']"
30,682,242,"(1362825.9999932498, 405295.75002734363)","['MONITOR ST', 'SALINE ST']"
30,717,159,"(1362825.9999932498, 405295.75002734363)","['MONITOR ST', 'SALINE ST']"
31,29,64,"(1362666.7883694172, 405323.10463142395)","['MONITOR ST', 'BORDER']"
31,30,167,"(1362666.7883694172, 405323.10463142395)","['MONITOR ST', 'BORDER']"
31,46,110,"(1362666.7883694172, 405323.10463142395)","['MONITOR ST', 'BORDER']"
32,33,237,"(1352309.5617085844, 411165.3478681743)","['TERRACE ST', 'BORDER']"
33,32,237,"(1352365.7499164194, 411233.50029091537)","['TERRACE ST', 'CHESTERFIELD RD']"
33,35,443,"(1352365.7499164194, 411233.50029091537)","['TERRACE ST', 'CHESTERFIELD RD']"
33,670,829,"(1352365.7499164194, 411233.50029091537)","['TERRACE ST', 'CHESTERFIELD RD']"
34,35,355,"(1352365.9999159276, 411788.74983659387)","['DARRAGH ST', 'DARIUM DR']"
34,885,449,"(1352365.9999159276, 411788.74983659387)","['DARRAGH ST', 'DARIUM DR']"
34,886,110,"(1352365.9999159276, 411788.74983659387)","['DARRAGH ST', 'DARIUM DR']"
35,33,443,"(1352649.7500045896, 411574.74993650615)","['TERRACE ST', 'DARRAGH ST']"
35,34,355,"(1352649.7500045896, 411574.74993650615)","['TERRACE ST', 'DARRAGH ST']"
35,286,285,"(1352649.7500045896, 411574.74993650615)","['TERRACE ST', 'DARRAGH ST']"
