NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,585,"(1358931.0002373457, 411261.2830437571)","['MARGARET MORRISON ST', 'SKIBO DR']"
0,392,380,"(1358931.0002373457, 411261.2830437571)","['MARGARET MORRISON ST', 'SKIBO DR']"
0,436,475,"(1358931.0002373457, 411261.2830437571)","['MARGARET MORRISON ST', 'SKIBO DR']"
1,0,585,"(1359450.2498550117, 411531.25002349913)","['MARGARET MORRISON ST', 'ROSELAWN TER']"
1,401,259,"(1359450.2498550117, 411531.25002349913)","['MARGARET MORRISON ST', 'ROSELAWN TER']"
1,437,199,"(1359450.2498550117, 411531.25002349913)","['MARGARET MORRISON ST', 'ROSELAWN TER']"
2,3,121,"(1355165.9998933375, 410606.9999035001)","['ERMINE WAY', 'PIER ST']"
2,258,135,"(1355165.9998933375, 410606.9999035001)","['ERMINE WAY', 'PIER ST']"
2,268,152,"(1355165.9998933375, 410606.9999035001)","['ERMINE WAY', 'PIER ST']"
3,2,121,"(1355247.2500589192, 410516.00008550286)","['ERMINE WAY', 'FIBER WAY']"
3,65,137,"(1355247.2500589192, 410516.00008550286)","['ERMINE WAY', 'FIBER WAY']"
3,267,170,"(1355247.2500589192, 410516.00008550286)","['ERMINE WAY', 'FIBER WAY']"
4,5,645,"(1360881.7499447614, 413059.249920249)","['DUNMOYLE ST', 'WILKINS AVE']"
4,72,702,"(1360881.7499447614, 413059.249920249)","['DUNMOYLE ST', 'WILKINS AVE']"
4,361,594,"(1360881.7499447614, 413059.249920249)","['DUNMOYLE ST', 'WILKINS AVE']"
5,4,645,"(1361500.7500190884, 413242.2502104193)","['DUNMOYLE ST', 'KIPLING RD']"
5,297,831,"(1361500.7500190884, 413242.2502104193)","['DUNMOYLE ST', 'KIPLING RD']"
5,329,462,"(1361500.7500190884, 413242.2502104193)","['DUNMOYLE ST', 'KIPLING RD']"
6,7,397,"(1354773.0000231713, 408308.50023542345)","['EDITH PL', 'WARD ST']"
6,201,41,"(1354773.0000231713, 408308.50023542345)","['EDITH PL', 'WARD ST']"
6,273,194,"(1354773.0000231713, 408308.50023542345)","['EDITH PL', 'WARD ST']"
7,6,397,"(1355161.749901846, 408226.000400424)","['EDITH PL', 'DAWSON ST']"
7,118,203,"(1355161.749901846, 408226.000400424)","['EDITH PL', 'DAWSON ST']"
7,308,427,"(1355161.749901846, 408226.000400424)","['EDITH PL', 'DAWSON ST']"
8,9,192,"(1353946.7500352561, 410690.0000655949)","['FRESCO WAY', 'SEMPLE ST']"
8,359,400,"(1353946.7500352561, 410690.0000655949)","['FRESCO WAY', 'SEMPLE ST']"
8,364,297,"(1353946.7500352561, 410690.0000655949)","['FRESCO WAY', 'SEMPLE ST']"
9,8,192,"(1354090.7500753403, 410818.0001376718)","['FRESCO WAY', 'SENNOTT ST', 'MEYRAN AVE']"
9,146,272,"(1354090.7500753403, 410818.0001376718)","['FRESCO WAY', 'SENNOTT ST', 'MEYRAN AVE']"
9,210,400,"(1354090.7500753403, 410818.0001376718)","['FRESCO WAY', 'SENNOTT ST', 'MEYRAN AVE']"
9,350,299,"(1354090.7500753403, 410818.0001376718)","['FRESCO WAY', 'SENNOTT ST', 'MEYRAN AVE']"
10,11,150,"(1355587.000035584, 409970.24986466765)","['OAKLAND WAY', 'DAWSON ST', 'OAKLAND AVE']"
10,35,150,"(1355587.000035584, 409970.24986466765)","['OAKLAND WAY', 'DAWSON ST', 'OAKLAND AVE']"
10,166,482,"(1355587.000035584, 409970.24986466765)","['OAKLAND WAY', 'DAWSON ST', 'OAKLAND AVE']"
10,312,557,"(1355587.000035584, 409970.24986466765)","['OAKLAND WAY', 'DAWSON ST', 'OAKLAND AVE']"
11,10,150,"(1355719.5000986755, 409908.2499886751)","['OAKLAND WAY', 'JET WAY']"
11,14,153,"(1355719.5000986755, 409908.2499886751)","['OAKLAND WAY', 'JET WAY']"
11,202,134,"(1355719.5000986755, 409908.2499886751)","['OAKLAND WAY', 'JET WAY']"
12,13,120,"(1359729.9999516755, 410471.0001755059)","['SCHENLEY RD', 'NORTHUMBERLAND ST']"
12,180,283,"(1359729.9999516755, 410471.0001755059)","['SCHENLEY RD', 'NORTHUMBERLAND ST']"
12,280,923,"(1359729.9999516755, 410471.0001755059)","['SCHENLEY RD', 'NORTHUMBERLAND ST']"
13,12,120,"(1359765.2498811781, 410586.2499449998)","['SCHENLEY RD', 'BORDER']"
13,207,88,"(1359765.2498811781, 410586.2499449998)","['SCHENLEY RD', 'BORDER']"
13,438,175,"(1359765.2498811781, 410586.2499449998)","['SCHENLEY RD', 'BORDER']"
14,11,153,"(1355768.5000006706, 410054.00002525747)","['JET WAY', 'BORDER']"
15,295,151,"(1362935.0001033396, 410477.0004915893)","['AYLESBORO AVE', 'SCOTT LN']"
